bank_no,bank_name,mobile,zip_code,address,swift_code,bank_province
303121075221,中国光大银行股份有限公司石家庄新华路支行,0311-7889717,50000,河北省石家庄市新华东路167号,--,河北
303121075230,中国光大银行股份有限公司石家庄广安大街支行,0311-86668856,50000,石家庄市广安大街10-1号,--,河北
303121079313,中国光大银行股份有限公司石家庄槐安东路支行,13833123701,50000,石家庄市裕华区槐安东路166号,--,河北
303121079364,中国光大银行股份有限公司石家庄友谊北大街支行,0311-88628846,50000,河北石家庄友谊北大街368号,--,河北
303121079372,中国光大银行股份有限公司石家庄中山路支行,0311-87025365,50000,河北石家庄中山西路142号,--,河北
303124079327,中国光大银行股份有限公司唐山分行,0315-5266117,63000,河北唐山市路北区北新西道87号,--,河北
303127050520,中国光大银行股份有限公司邯郸分行,0310-5802028,56002,河北邯郸市人民东路310号,--,河北
303146050660,中国光大银行股份有限公司廊坊分行,0316-2361191,65000,廊坊市广阳区广阳道29号建业大厦,--,河北
304121010019,华夏银行股份有限公司石家庄金马支行,0311-85889680,50031,石家庄市裕华区翟营大街313号,SWIFT CODE,河北
304121010408,华夏银行股份有限公司石家庄中山支行,0311-83616236,50081,河北省石家庄市中山西路566号,SWIFT CODE,河北
304121040902,华夏银行石家庄分行营业部,0311-87899125,50000,石家庄市中山西路48号华银大厦一层,SWIFT CODE,河北
304121040919,华夏银行石家庄槐安路支行,0311-86988735,50000,石家庄市槐安东路1号,SWIFT CODE,河北
304121040927,华夏银行石家庄裕华东路支行,0311-6214519,50011,石家庄市裕华东路316号,SWIFT CODE,河北
304121040935,华夏银行石家庄红旗支行,0311-3800747,50000,石家庄市红旗大街233号,SWIFT CODE,河北
304121040943,华夏银行石家庄广安街支行,0311-6067872,50011,石家庄市中山东路301号,SWIFT CODE,河北
304121040951,华夏银行石家庄和平西路支行,0311-7818794,50072,石家庄市和平西路485号,SWIFT CODE,河北
304121040960,华夏银行石家庄建设南大街支行,0311-86996275,50021,河北省石家庄市建设南大街88号,SWIFT CODE,河北
304121040978,华夏银行石家庄新华路支行,0311-7892555,50000,石家庄市新华路355号,SWIFT CODE,河北
304121040986,华夏银行石家庄建华支行,0311-85086661,50000,石家庄市建华南大街106号,SWIFT CODE,河北
304121040994,华夏银行股份有限公司石家庄分行,0311-87899113,50000,石家庄市中山西路48号华银大厦,SWIFT CODE,河北
304121041956,华夏银行股份有限公司石家庄和平东路支行,0311-6978205,50000,石家庄市桥东区和平东路7-14号荣景园小区,SWIFT CODE,河北
304124010831,华夏银行股份有限公司唐山分行,0315-2576038,63000,河北省唐山市路北区北新西道71号,--,河北
304134010685,华夏银行股份有限公司保定分行,0312-3093930,71000,河北省保定市七一西路372号,--,河北
304143010011,华夏银行股份有限公司沧州分行,0317-3170136,61000,河北省沧州市运河区解放东路6号,--,河北
305121010000,中国民生银行石家庄分行,0311-6691640,50011,石家庄市西大街10号,SWIFT CODE,河北
305121010018,中国民生银行石家庄分行营业部,0311-6679435,50011,石家庄市西大街10号,SWIFT CODE,河北
305121010026,中国民生银行石家庄中山东路支行,0311-6033335,50011,石家庄市中山东路128号,SWIFT CODE,河北
305121010034,中国民生银行股份有限公司石家庄维明大街支行,0311-7016887,50051,石家庄市维明南大街77号金正缔景城B座,SWIFT CODE,河北
305121010042,中国民生银行石家庄和平西路支行,0311-7045518,50071,石家庄市和平西路157号,SWIFT CODE,河北
305121010059,中国民生银行石家庄红旗大街支行,0311-3030169,50091,石家庄市红旗大街92号,SWIFT CODE,河北
305121010067,中国民生银行石家庄中华南大街支行,0311-7890665,50051,石家庄市中华南大街139号,SWIFT CODE,河北
305121010075,中国民生银行石家庄槐南路支行,0311-5880299,50021,石家庄市育才街258号,SWIFT CODE,河北
305121010083,中国民生银行石家庄新华西路支行,0311-5205656,50051,石家庄市新华西路313号,SWIFT CODE,河北
305121010091,中国民生银行石家庄裕华东路支行,0311-5680930,50031,石家庄市裕华东路461号,SWIFT CODE,河北
305121010106,中国民生银行石家庄翟营南大街支行,0311-85826065,50021,石家庄市翟营南大街313号,SWIFT CODE,河北
305121010114,中国民生银行石家庄广安大街支行,31185528265,50051,河北省石家庄市广安大街24号,SWIFT CODE,河北
305121010122,中国民生银行股份有限公司石家庄建设北大街支行,0311-85525162,50011,石家庄市建设北大街68号,SWIFT CODE,河北
305121010139,中国民生银行股份有限公司石家庄胜利北大街支行,31189611134,50000,石家庄市胜利北大街156号,SWIFT CODE,河北
305121010147,中国民生银行股份有限公司石家庄友谊北大街支行,0311-89693708,50081,石家庄市友谊北大街351号,SWIFT CODE,河北
305121010155,中国民生银行股份有限公司石家庄西二环北路支行,0311-83635115,50000,石家庄市新华路570号,SWIFT CODE,河北
305121010163,中国民生银行股份有限公司石家庄槐北路支行,0311-85058319,50000,石家庄裕华区槐北路309号蓝岸小区,SWIFT CODE,河北
305121010171,中国民生银行股份有限公司石家庄平安南大街支行,0311-89251669,53000,河北省石家庄市平安南大街190号,SWIFT CODE,河北
305121010180,中国民生银行股份有限公司石家庄建设南大街支行,0311-86015902,53000,石家庄市槐安东路96号东岗怡园社区35号楼底商5号商铺,SWIFT CODE,河北
305121010198,中国民生银行股份有限公司鹿泉支行,0311-67369656,50200,河北省鹿泉市石邑路与北斗路交叉口,SWIFT CODE,河北
305124053003,中国民生银行股份有限公司唐山分行,0315-5268713,63000,河北省唐山市路北区北新西道61号,--,河北
305124053011,中国民生银行股份有限公司唐山分行营业部,0315-5268713,63000,河北省唐山市路北区北新西道61号,--,河北
305126051009,中国民生银行股份有限公司秦皇岛分行,0335-5306338,66000,河北省秦皇岛市海港区燕山大街242号,--,河北
305126051017,中国民生银行股份有限公司秦皇岛分行营业部,0335-5306338,66000,河北省秦皇岛市海港区燕山大街242号,--,河北
305127036006,中国民生银行股份有限公司邯郸支行业务处理中心,0310-5905990,56000,河北省邯郸市光明大街87号,--,河北
305127036014,中国民生银行股份有限公司邯郸支行,0310-5905990,56000,河北省邯郸市光明大街87号,--,河北
305143040002,中国民生银行股份有限公司沧州分行,0317-5670100,61000,河北省沧州市解放西路颐和广场13号楼,--,河北
305143040019,中国民生银行股份有限公司沧州分行营业部,0317-5670100,61000,河北省沧州市解放西路颐和广场13号楼,--,河北
305144240022,中国民生银行股份有限公司任丘支行,0317-2682903,62550,河北省沧州任丘市渤海路15号,--,河北
305145140031,中国民生银行股份有限公司黄骅支行,0317-5555066,61100,河北省黄骅市市区205国道东、文化路北,--,河北
305148048002,中国民生银行股份有限公司衡水分行,0318-5108616,53000,河北省衡水市桃城区和平西路151号,--,河北
305148048019,中国民生银行股份有限公司衡水分行营业部,0318-5108616,53000,河北省衡水市桃城区和平西路151号,--,河北
308121000016,招商银行股份有限公司石家庄分行,0311-66696119,50000,河北省石家庄市中华南大街172号,--,河北
308121000024,招商银行股份有限公司石家庄广安支行,31166696122,50000,石家庄市长安区广安大街15号官鲤公寓楼盘一、二层,--,河北
309121000014,兴业银行股份有限公司石家庄分行,0311-89166681,50000,石家庄市自强路37号,--,河北
309121000119,兴业银行股份有限公司石家庄广安支行,0311-89267361,50000,石家庄市广安大街39号,--,河北
309121000127,兴业银行股份有限公司石家庄新华路支行,0311-89166715,50000,河北省石家庄市新华区新华路351号,--,河北
309121000135,兴业银行股份有限公司石家庄胜利北大街支行,0311-89180830,50000,河北省石家庄市桥东区胜利北大街178号神州嘉园27号楼第一层,--,河北
309121000143,兴业石家庄正定支行,0311-89166760,50800,石家庄市正定县华安西路正定国际小商品市场东侧兴业银行,--,河北
309121000151,兴业石家庄体育大街支行,0311-89295852,50022,石家庄市裕华区体育南大街227号,--,河北
309121000160,兴业银行股份有限公司石家庄新石中路支行,0311-89166672,50000,石家庄市桥西区新石中路166号,--,河北
309124000116,兴业银行唐山分行,0315-2350316,63000,河北省唐山市北新西道87号,--,河北
309146000107,兴业银行股份有限公司廊坊分行,0316-2382260,65000,廊坊市新华路76号,--,河北
310121045016,上海浦东发展银行股份有限公司石家庄分行,0311-66770660,50000,河北省石家庄市自强路35-1号,--,河北
310121045032,上海浦东发展银行股份有限公司石家庄富强大街支行,0311-66770660,50000,石家庄市槐中路184号怀特大厦一层,--,河北
310121045049,上海浦东发展银行股份有限公司石家庄中山东路支行,0311-66770900,50031,河北省石家庄市中山东路368号,--,河北
310121045057,上海浦东发展银行股份有限公司石家庄平安大街支行,0311-66770595,50000,河北省石家庄市平安北大街19号,--,河北
310124016018,上海浦东发展银行股份有限公司唐山分行,0315-5395396,63000,河北省唐山市建设北路100号,--,河北
310127013419,上海浦东发展银行股份有限公司邯郸分行,0310-3139695,56002,邯郸市人民路159号,--,河北
310129513429,上海浦东发展银行股份有限公司邯郸武安支行,0310-8200082,56300,河北省武安市中兴路1858号,--,河北
310134019818,上海浦东发展银行股份有限公司保定分行,0312-8923800,71051,河北省保定市朝阳北大街429号,--,河北
313121000012,廊坊银行股份有限公司石家庄分行,31167568885,50000,石家庄市中华北大街3号金圆大厦B座南裙楼,--,河北
313121001015,张家口市商业银行石家庄分行,0311-89638978,50000,石家庄市桥西区裕华西路43号,--,河北
313121001769,河北银行股份有限公司鹿泉支行,67365919,50200,河北省鹿泉市北斗东路8号,--,河北
313121001996,邯郸银行股份有限公司石家庄分行,0311-89290700,50000,河北省石家庄市长安区广安街39号,--,河北
313121006003,河北银行股份有限公司裕华路支行,0311-6034583,50000,石家庄市裕华东路51号,--,河北
313121006011,河北银行股份有限公司新华东路支行,0311-85180278,50000,石家庄市新华东路65号,--,河北
313121006020,河北银行股份有限公司兴凯路支行,0311-7043667,50051,石家庄市兴凯路221号,--,河北
313121006038,河北银行股份有限公司长安支行,0311-6044785,50011,石家庄市青园街61号,--,河北
313121006046,河北银行股份有限公司华南支行,0311-87015808,50000,石家庄市中华南大街232号,--,河北
313121006054,河北银行股份有限公司长征街支行,0311-6034934,50011,石家庄市长正街75号,--,河北
313121006062,河北银行股份有限公司联盟路支行,0311-87708663,50051,石家庄市联盟路248号,--,河北
313121006079,河北银行股份有限公司新华路支行,0311-7886708,50051,石家庄市新华路172号,--,河北
313121006087,石家庄市商业银行正定支行,13180497089,50800,正定县正定镇恒山西路95号,--,河北
313121006095,河北银行股份有限公司工农路支行,0311-3032003,50051,石家庄市红旗大街8号,--,河北
313121006100,河北银行股份有限公司正东路支行,0311-6034604-8012,50000,石家庄市正东路29号,--,河北
313121006118,河北银行股份有限公司石岗支行,0311-87833611,50061,石家庄市中华北大街188-1号,--,河北
313121006126,河北银行股份有限公司胜利路支行,0311-6018660,50021,石家庄市东风路56号,--,河北
313121006134,河北银行股份有限公司和平西路支行,0311-7041407,50071,石家庄市和平西路516号,--,河北
313121006142,河北银行股份有限公司友谊大街支行,0311-3622079,50051,石家庄市新华西路362号,--,河北
313121006159,河北银行股份有限公司建华南大街支行,0311-85038164,50000,石家庄市建华南大街108号,--,河北
313121006167,河北银行股份有限公司人民广场支行,0311-6212564,50000,石家庄市中山东路195号,--,河北
313121006175,河北银行股份有限公司和平东路支行,0311-6033088,50000,石家庄市和平东路288号,--,河北
313121006183,河北银行股份有限公司平南支行,0311-6012120-8011,50021,石家庄市平安南大街190号,--,河北
313121006191,河北银行股份有限公司广安街支行,0311-6043016,50011,石家庄市广安街6号,--,河北
313121006206,河北银行股份有限公司运河桥支行,0311-6823627,50041,石家庄市建设北大街325号,--,河北
313121006214,河北银行股份有限公司裕华东路支行,0311-6043687,50011,石家庄市裕华东路280号,--,河北
313121006222,河北银行股份有限公司槐安路支行,0311-86119949,50021,石家庄市东岗怡园1号楼1号,--,河北
313121006239,河北银行股份有限公司华兴支行,0311-7027287,50051,石家庄新华区中华北大街57号,--,河北
313121006247,河北银行股份有限公司裕华中路支行,0311-7027183,50000,石家庄市裕华西路7号,--,河北
313121006255,河北银行股份有限公司新华西路支行,0311-7027116,50051,石家庄市新华路288号,--,河北
313121006263,河北银行股份有限公司营业部,0311-8627156,50011,石家庄市平安北大街28号,--,河北
313121006271,河北银行股份有限公司开发区支行,0311-5661441,50031,石家庄市裕华东路461号,--,河北
313121006280,河北银行股份有限公司合作路支行,0311-7052284,50051,石家庄市泰华街170号,--,河北
313121006298,河北银行股份有限公司东岗路支行,0311-5895552,50021,石家庄市东岗路75号,--,河北
313121006302,河北银行股份有限公司和中支行,0311-7832707,50000,石家庄市和平西路68号,--,河北
313121006319,河北银行股份有限公司谈南路支行,0311-6682244,50011,石家庄市谈南路49号,--,河北
313121006327,河北银行股份有限公司裕兴支行,0311-6070895,50011,石家庄市桥东区裕华东路15号,--,河北
313121006335,河北银行股份有限公司平安支行,0311-6014242,50021,石家庄市平安南大街77号,--,河北
313121006343,河北银行股份有限公司北站支行,0311-7083023,50000,石家庄市市庄路98号,--,河北
313121006351,河北银行股份有限公司青园街支行,0311-6120497,50021,石家庄市青园街215号,--,河北
313121006360,河北银行股份有限公司中山路支行,0311-7027738,50051,石家庄市中华南大街26号,--,河北
313121006378,河北银行股份有限公司金桥支行,0311-7903080,50051,石家庄市裕华西路345号,--,河北
313121006386,河北银行股份有限公司中华大街支行,0311-83837542,50091,石家庄市中华南大街348号,--,河北
313121006394,河北银行股份有限公司槐北路支行,0311-6021993,50011,石家庄市建设南大街72号,--,河北
313121006409,河北银行股份有限公司矿区支行,0311-2072498,50100,石家庄市矿区南纬东路63号,--,河北
313121006417,河北银行股份有限公司友谊南大街支行,0311-3024440,50051,石家庄市友谊南大街175号,--,河北
313121006425,河北银行股份有限公司和平支行,0311-3632504,50000,石家庄市中山西路398号,--,河北
313121006433,河北银行股份有限公司槐南路支行,0311-5817545,50021,石家庄市体育南大街306号,--,河北
313121006441,河北银行股份有限公司高新支行,0311-3051065,50051,石家庄市裕华西路423号,--,河北
313121006450,河北银行股份有限公司维明街支行,0311-7905620,50051,石家庄市自强路127号,--,河北
313121006468,河北银行股份有限公司新石南路支行,0311-6120388,50021,石家庄市新石南路238号,--,河北
313121006476,河北银行股份有限公司体育街支行,0311-5826114,50021,石家庄市体育南大街176号,--,河北
313121006484,河北银行股份有限公司建北支行,0311-6672295,50011,石家庄市建设北大街163号,--,河北
313121006492,河北银行股份有限公司四中路支行,0311-6991197,50011,石家庄市平安南大街23号,--,河北
313121006505,河北银行股份有限公司国际业务部,0311-8627194,50011,石家庄市平安北大街28号,--,河北
313121006513,河北银行股份有限公司富强大街支行,0311-5891160,50021,石家庄市富强大街155号,--,河北
313121006521,河北银行股份有限公司师范街支行,0311-7906556,50052,石家庄市自强路200号,--,河北
313121006530,河北银行股份有限公司建华支行,0311-5081347,50011,石家庄市中山东路452号,--,河北
313121006548,河北银行股份有限公司朝阳路支行,0311-7778347,50011,石家庄市朝阳路8号,--,河北
313121006556,河北银行股份有限公司仓安路支行,0311-3023741,50000,石家庄市仓安西路101号,--,河北
313121006628,河北银行股份有限公司藁城支行,15831188980,52100,藁城市四明街79号,--,河北
313121006636,河北银行股份有限公司正定支行,88013996,50800,正定县正定镇恒山西路95号,--,河北
313121006652,河北银行股份有限公司辛集支行,0311-89156108,52300,辛集市兴华路北段158号,--,河北
313121006685,石家庄市商业银行唐山分行,0315-5902627,63000,唐山市新华西道136号,--,河北
313121006708,河北银行股份有限公司健康路支行,0311-6996456,50011,石家庄市长安区健康路广安小区康华园19号,--,河北
313121006716,河北银行股份有限公司翟营南大街支行,0311-85809208,50000,石家庄市翟营南大街339号,--,河北
313121006724,河北银行股份有限公司长江支行,0311-85096393,50000,石家庄市长江大道9号,--,河北
313121006732,河北银行股份有限公司北新街支行,0311-7819912,50000,石家庄市北新街25号副1号,--,河北
313121006749,河北银行股份有限公司金马路支行,0311-85081812,50021,石家庄市裕华区谈固东街150号,--,河北
313121006757,河北银行股份有限公司谈固南大街支行,0311-6816742,50011,石家庄市谈固南大街A-63-10,--,河北
313121006888,河北银行股份有限公司,0311-88627292,50011,石家庄市平安北大街28号清算中心,--,河北
313124000018,唐山市商业银行,0315-2842892,63000,河北省唐山市新华西道66号,--,河北
313124000026,唐山市商业银行鹭港支行,0315-2228779,63000,河北省唐山市路北区鹭港201S-01,--,河北
313124000034,唐山市商业银行机场路支行,0315-2034219,63000,河北省唐山市机场路市场3号,--,河北
313124000042,唐山市商业银行南新道支行,0315-2810614,63000,河北省唐山市南新东道新天地广场A2区03-04号,--,河北
313124000059,唐山市商业银行长宁道支行,0315-2026718,63000,河北省唐山市高新技术开发区长宁道249号,--,河北
313124000067,唐山市商业银行光明支行,0315-5397768,63000,唐山路北区瑞景国际公馆底商111-15号至111-18号,--,河北
313124000075,唐山市商业银行缸窑路支行,0315-3271519,63000,河北省唐山市缸窑路53号,--,河北
313124000083,唐山市商业银行新华支行,0315-2837454,63000,河北省唐山市路北区新华东道105号,--,河北
313124000091,唐山市商业银行西山道支行,0315-2827799,63000,河北省唐山市西山道6号,--,河北
313124000106,唐山市商业银行马家沟支行,0315-3181909,63021,河北省唐山市马家沟唐马路13号,--,河北
313124000114,唐山市商业银行林西支行,0315-3561859,63103,河北省唐山市古冶区林西新林道22号,--,河北
313124000122,唐山市商业银行建设路支行,0315-2018819,63000,河北省唐山市建设北路8号,--,河北
313124000139,唐山市商业银行友谊支行,0315-2232909,63000,河北省唐山市路北区北新西道38号-16、17,--,河北
313124000147,唐山市商业银行文化路支行,0315-2812307,63000,河北省唐山市煤医道17号,--,河北
313124000155,唐山市商业银行华岩南路支行,0315-2826739,63000,河北省唐山市华岩路19号,--,河北
313124000163,唐山市商业银行尚品支行,0315-3271709,63020,河北省唐山市路北区长宁道尚品底商3-1、3-2,--,河北
313124000171,唐山市商业银行朝阳道支行,0315-2094847,63000,河北省唐山市朝阳道24号,--,河北
313124000180,唐山市商业银行丰润支行,0315-3216608,63030,河北省唐山市丰润区新城道建华小区A座,--,河北
313124000198,唐山市商业银行卫国路支行,0315-2828139,63000,河北省唐山市建华西道14号,--,河北
313124000202,唐山市商业银行路北支行,0315-2833687,63000,河北省唐山市华岩路46号,--,河北
313124000219,唐山市商业银行路南支行,0315-2861939,63000,河北省唐山市复兴路82号,--,河北
313124000227,唐山市商业银行翔云道支行,0315-2841417,63000,河北省唐山市建华西道2-1号,--,河北
313124000235,唐山市商业银行新苑路支行,0315-3363899,63021,河北省唐山市开平区新苑路40号,--,河北
313124000243,唐山市商业银行煤医道支行,0315-2830944,63000,河北省唐山市煤医道21号丁,--,河北
313124000251,唐山市商业银行赵各庄支行,0315-3501709,63101,河北省唐山市古冶区赵各庄大马路18号,--,河北
313124000260,唐山市商业银行天元支行,0315-2569145,63000,河北省唐山市路北区大里路147、149号,--,河北
313124000278,唐山市商业银行营业部,0315-2842024,63000,河北省唐山市建设南路78号,--,河北
313124000286,唐山市商业银行龙云支行,0315-2026954,63000,河北省唐山市翔云西里龙云楼102楼3-4号,--,河北
313124000294,唐山市商业银行华岩中路支行,0315-2826449,63000,河北省唐山市华岩路59号,--,河北
313124000309,唐山市商业银行火炬路支行,0315-3178261,63028,河北省唐山市高新技术开发区火炬路70-72号,--,河北
313124000317,唐山市商业银行丰南支行,0315-8122238,63300,河北省唐山市丰南区新华街109号,--,河北
313124001002,天津银行股份有限公司唐山分行,0315-2599178,63000,唐山市路北区新华西道65号,--,河北
313124001035,天津银行股份有限公司唐山凤凰新城支行,0315-2513016,63000,唐山市路北区兴源道131号,--,河北
313124001043,天津银行股份有限公司唐山高新区支行,0315-3438585,63000,河北省唐山市高新区建设北路110号,--,河北
313124002005,河北银行股份有限公司唐山建设北路支行,0315-6313889,63000,河北省唐山市路北区建设北路58号,--,河北
313124002013,河北银行股份有限公司唐山丰润支行,0315-3151939,64000,河北省唐山市丰润区新城道1-1、1-2号,--,河北
313124002021,河北银行股份有限公司唐山龙泽路支行,0315-6727591,63009,河北省唐山市高新技术开发区龙泽路北路455、457、459号,--,河北
313124006687,河北银行股份有限公司唐山分行,0315-5902599,63000,唐山市新华西道136号B座,--,河北
313124030010,承德银行股份有限公司唐山分行,13932459070,63000,河北省唐山市北新西道61号,--,河北
313124500337,唐山市商业银行海港支行,0315-2920780,63611,河北省唐山市海港开发区港盛街北祥盛小区126楼底商东14号,--,河北
313124600321,唐山市商业银行迁安支行,0315-3251479,64400,河北省迁安市祺福大街1565号,--,河北
313124601017,天津银行股份有限公司唐山迁安支行,0315-7635335,64400,河北省迁安市兴安大街732号,--,河北
313125100221,唐山市商业银行曹妃甸支行,13933307254,63200,河北省唐海县垦丰大街90-4、90-5号,--,河北
313125101021,天津银行股份有限公司唐山曹妃甸支行,0315-8729660,63200,河北省唐山市唐海县垦丰大街30号,--,河北
313126001022,秦皇岛市商业银行,0335-5911175,66001,河北省秦皇岛市海港区燕山大街209号,--,河北
313126002017,秦皇岛市商业银行营业部,0335-5911176,66001,河北省秦皇岛市海港区燕山大街209号,--,河北
313126002025,秦皇岛市商业银行北环路支行,0335-5912365,66000,秦皇岛市北环路500号,--,河北
313126003010,秦皇岛市商业银行建设大街支行,0335-5919531,66000,河北省秦皇岛市海港区建设大街163号,--,河北
313126003028,秦皇岛市商业银行商城支行,0335-5998078,66000,秦皇岛市海港区河北大街152号,--,河北
313126003036,秦皇岛市商业银行南园支行,0335-5939757,66000,秦皇岛市山海关区南园新区6-7号,--,河北
313126004012,秦皇岛市商业银行山海关支行,0335-5939753,66200,河北省秦皇岛市山海关区南海西路18号,--,河北
313126005015,秦皇岛市商业银行建国路支行,0335-5917027,66000,河北省秦皇岛市海港区建国路177-1号,--,河北
313126005023,秦皇岛市商业银行迎宾路支行,0335-5912393,66000,河北省秦皇岛市海港区迎宾路139号,--,河北
313126005031,秦皇岛市商业银行西港路支行,0335-5314631,66000,秦皇岛市海港区西港路189号,--,河北
313126005040,秦皇岛市商业银行燕山大街支行,0335-5905175,66000,秦皇岛市海港区燕山大街建新里二期6座A4、A5号,--,河北
313126006018,秦皇岛市商业银行南关大街支行,0335-5939752,66000,秦皇岛市山海关区工人街市场,--,河北
313126007019,秦皇岛市商业银行港城大街支行,0335-5917136,66000,河北省秦皇岛市海港区港城大街131号,--,河北
313126007027,秦皇岛市商业银行东港路支行,0335-5998652,66000,秦皇岛市海港区东港路293号左侧,--,河北
313126007043,秦皇岛市商业银行金屋支行,0335-5917299,66000,秦皇岛市海港区新兴二街八号,--,河北
313126007051,秦皇岛市商业银行瑞启支行,0335-5946910,66000,秦皇岛市海港区港城大街西段北侧瑞启市场,--,河北
313126008013,秦皇岛市商业银行新世纪支行,0335-5919372,66000,秦皇岛市海港区新祜街1号,--,河北
313126009016,秦皇岛市商业银行开发区支行,0335-5946912,66000,河北省秦皇岛市经济技术开发区发展大厦一楼,--,河北
313126009032,秦皇岛市商业银行长江道支行,0335-5905598,66000,秦皇岛市开发区长江中道92号,--,河北
313126010017,秦皇岛市商业银行秦海路支行,0335-5946682,66000,河北省秦皇岛市海港区河北大街西段24号,--,河北
313126010025,秦皇岛市商业银行和平大街支行,0335-5946683,66000,秦皇岛市海港区和平大街338号,--,河北
313126011010,秦皇岛市商业银行红旗路支行,0335-5919385,66000,河北省秦皇岛市海港区红旗路157号,--,河北
313126011028,秦皇岛市商业银行玉峰里支行,0335-5912360,66000,秦皇岛市海港区燕山大街77号,--,河北
313126012012,秦皇岛市商业银行海城支行,0335-5919350,66000,河北省秦皇岛市海港区河北大街290-5号,--,河北
313126014018,秦皇岛市商业银行长城支行,0335-5998068,66000,河北省秦皇岛市海港区民族路33号,--,河北
313126014026,秦皇岛市商业银行石塘路支行,0335-5921120,66000,北戴河区草场中路市场副食厅1号厅,--,河北
313126015027,秦皇岛市商业银行森林逸城支行,0335-5998115,66000,秦皇岛市海港区河北大街西段439号,--,河北
313126016013,秦皇岛市商业银行文化路支行,0335-5919528,66000,秦皇岛市海港区文化北路358号,--,河北
313126017016,秦皇岛市商业银行太阳城支行,0335-5912872,66000,河北省秦皇岛市海港区民族南路11号,--,河北
313126018011,秦皇岛市商业银行河北大街支行,0335-5998080,66000,河北省秦皇岛市海港区河北大街中段欧雅花园12-1,--,河北
313126019014,秦皇岛市商业银行光明路支行,0335-5997705,66000,秦皇岛市海港区光明路中段55号,--,河北
313126020012,秦皇岛市商业银行民族路支行,0335-5917281,66000,河北省秦皇岛市海港区建设大街239号,--,河北
313126021015,秦皇岛市商业银行海阳路支行,0335-5919196,66000,河北省秦皇岛市海港区团结里1号,--,河北
313126022018,秦皇岛市商业银行北戴河支行,0335-5921067,66100,河北省秦皇岛市北戴河区海宁路14号,--,河北
313126023019,秦皇岛市商业银行山海关开发区支行,0335-5938812,66206,河北省秦皇岛市山海关开发区上海中道,--,河北
313126024013,秦皇岛市商业银行友谊路支行,0335-5919379,66000,秦皇岛市海港区友谊路286号,--,河北
313126128018,秦皇岛市商业银行股份有限公司青龙支行,0335-5393989,66500,青龙满族自治县青龙镇中兴路国土资源局1、2楼,--,河北
313126329012,秦皇岛市商业银行股份有限公司抚宁支行,0335-5982011,66300,秦皇岛市抚宁县县城迎宾路县交通局大楼一楼,--,河北
313127000005,邯郸银行明珠支行,0310-5270588,56001,河北省邯郸市陵园路152号,--,河北
313127000013,邯郸银行股份有限公司,0310-5506109,56005,河北省邯郸市和平路东段367号,--,河北
313127003006,河北银行股份有限公司邯郸开发区支行,18630001188,56000,河北省邯郸市开发区友谊路5号,--,河北
313127006676,河北银行股份有限公司邯郸分行,0310-8099027,56000,邯郸市丛台区滏东北大街39号,--,河北
313127050008,邯郸银行联纺西路支行,0310-5520701,56002,河北省邯郸市复兴区联纺西路92号,--,河北
313127050016,邯郸银行丛台路支行,0310-5505026,56002,河北省邯郸市丛台路148号,--,河北
313127050024,邯郸银行中华大街支行,0310-5505035,56001,河北省邯郸市中华南大街17号,--,河北
313127050032,邯郸银行铁西支行,0310-5505535,56003,河北省邯郸市复兴路74号,--,河北
313127050049,邯郸银行和平路支行,0310-5505512,56002,河北省邯郸市和平路362号,--,河北
313127050057,邯郸银行滏河大街支行,0310-5505023,56002,河北省邯郸市滏河北大街266号,--,河北
313127050065,邯郸银行汇丰支行,0310-5506695,56001,河北省邯郸市陵西南大街62号,--,河北
313127050073,邯郸银行联纺路支行,0310-5505558,56004,河北省邯郸市联纺路38号,--,河北
313127050081,邯郸银行复兴支行,0310-5505523,56003,河北省邯郸市铁西大街10号,--,河北
313127050090,邯郸银行汇通支行,0310-5501997,56005,河北省邯郸市和平路东段367号,--,河北
313127050104,邯郸银行汇达支行,0310-5505591,56001,河北省邯郸市和平路235号,--,河北
313127050112,邯郸银行汇荣支行,0310-5505501,56002,河北省邯郸市人民路149号,--,河北
313127050129,邯郸银行光明大街支行,0310-5505530,56001,河北省邯郸市光明南大街1号,--,河北
313127050137,邯郸银行浴新南大街支行,0310-3218258,56001,河北省邯郸市浴新南大街162号,--,河北
313127050145,邯郸银行罗城头支行,0310-5505052,56001,河北省邯郸市光明南大街145号,--,河北
313127050153,邯郸银行滏东大街支行,0310-5505578,56001,河北省邯郸市滏东大街168号东方绿城楼下,--,河北
313127050161,邯郸银行鑫港支行,0310-5505562,56002,河北省邯郸市鑫港国际电气城一层东南角,--,河北
313127050170,邯郸银行渚河路支行,0310-5505017,56001,河北省邯郸市滏河南大街289号,--,河北
313127050188,邯郸银行人民西路支行,0310-5520668,56003,河北省邯郸市复兴区人民西路409号兴隆商务公寓A座103号,--,河北
313127050196,邯郸银行陵西大街支行,0310-5901008,56002,河北省邯郸市陵西北大街52号,--,河北
313127050207,邯郸银行中华北大街支行,0310-5505582,56004,河北省邯郸市中华北大街85号,--,河北
313127050215,邯郸银行雪驰路支行,0310-5504208,56005,河北省邯郸市雪驰路东段汇通巷,--,河北
313127050223,邯郸银行邯钢路支行,0310-5506058,56001,河北省邯郸市邯钢路42号,--,河北
313127050231,邯郸银行人民路支行,0310-5505518,56002,河北省邯郸市人民东路127号,--,河北
313127050240,邯郸银行开发区支行,0310-5101500,56001,河北省邯郸市高新技术开发区世纪大街21号,--,河北
